osm_node_id,lat,lon,node_type
osm_node_25.5235522_91.5033933,25.5235522,91.5033933,osm_network_node
osm_node_25.5234442_91.5045673,25.5234442,91.5045673,osm_network_node
osm_node_25.523411_91.5047629,25.523411,91.5047629,osm_network_node
osm_node_25.5233964_91.504954,25.5233964,91.504954,osm_network_node
osm_node_25.523386_91.5051634,25.523386,91.5051634,osm_network_node
osm_node_25.5233902_91.5053361,25.5233902,91.5053361,osm_network_node
osm_node_25.523411_91.5054604,25.523411,91.5054604,osm_network_node
osm_node_25.5234567_91.505633,25.5234567,91.505633,osm_network_node
osm_node_25.5235086_91.5058494,25.5235086,91.5058494,osm_network_node
osm_node_25.5235501_91.5059967,25.5235501,91.5059967,osm_network_node
osm_node_25.5235439_91.506052,25.5235439,91.506052,osm_network_node
osm_node_25.5235107_91.506296,25.5235107,91.506296,osm_network_node
osm_node_25.5234691_91.5064778,25.5234691,91.5064778,osm_network_node
osm_node_25.5234525_91.5066343,25.5234525,91.5066343,osm_network_node
osm_node_25.5234795_91.5068001,25.5234795,91.5068001,osm_network_node
osm_node_25.5235356_91.5070026,25.5235356,91.5070026,osm_network_node
osm_node_25.5236124_91.5071868,25.5236124,91.5071868,osm_network_node
osm_node_25.5236664_91.5073387,25.5236664,91.5073387,osm_network_node
osm_node_25.5236789_91.50744,25.5236789,91.50744,osm_network_node
osm_node_25.5238202_91.5076172,25.5238202,91.5076172,osm_network_node
osm_node_25.523976_91.507707,25.523976,91.507707,osm_network_node
osm_node_25.5241546_91.5078175,25.5241546,91.5078175,osm_network_node
osm_node_25.5242917_91.5080085,25.5242917,91.5080085,osm_network_node
osm_node_25.5243872_91.5082295,25.5243872,91.5082295,osm_network_node
osm_node_25.5244599_91.5083722,25.5244599,91.5083722,osm_network_node
osm_node_25.5244932_91.5084804,25.5244932,91.5084804,osm_network_node
osm_node_25.5245098_91.5086531,25.5245098,91.5086531,osm_network_node
osm_node_25.5244911_91.5087843,25.5244911,91.5087843,osm_network_node
osm_node_25.5244599_91.5089155,25.5244599,91.5089155,osm_network_node
osm_node_25.5243665_91.5090812,25.5243665,91.5090812,osm_network_node
osm_node_25.5243_91.5091733,25.5243,91.5091733,osm_network_node
osm_node_25.524165_91.5093068,25.524165,91.5093068,osm_network_node
osm_node_25.5240798_91.5093851,25.5240798,91.5093851,osm_network_node
osm_node_25.5240362_91.5094656,25.5240362,91.5094656,osm_network_node
osm_node_25.5239944_91.5096396,25.5239944,91.5096396,osm_network_node
osm_node_25.5239944_91.5097698,25.5239944,91.5097698,osm_network_node
osm_node_25.5241002_91.5100595,25.5241002,91.5100595,osm_network_node
